Ammonia,Benzene,CNG,CO,Hydrogen,LPG,Smoke
15.92302,11.06841,36.3119,22.05019,7.09528,14.44952,9.19515
15.90151,11.06841,36.3119,22.02318,7.09528,14.44952,9.19515
15.90151,11.04848,36.2384,22.02318,7.09528,14.44952,9.19515
15.87999,11.02855,36.2384,21.99618,7.09528,14.44952,9.19515
15.87999,11.02855,36.2384,21.96919,7.07721,14.44952,9.19515
15.87999,11.02855,36.09199,21.96919,7.11335,14.47895,9.21387
15.83694,10.9887,36.16509,21.94221,7.07721,14.42007,9.17641
15.81541,10.96878,36.16509,21.91524,7.07721,14.42007,9.17641
15.81541,10.96878,36.16509,21.88828,7.05915,14.42007,9.15767
15.79386,10.94887,36.16509,21.88828,7.05915,14.39062,9.15767
15.79386,10.92895,36.09199,21.86132,7.05915,14.39062,9.15767
15.77231,10.92895,36.09199,21.83438,7.05915,14.39062,9.15767
15.75076,10.90904,36.09199,21.80745,7.04108,14.39062,9.13892
15.72919,10.88913,36.09199,21.80745,7.04108,14.36115,9.13892
15.42634,10.61049,35.72948,21.45799,6.95078,14.21361,9.04502
15.40464,10.59058,35.72948,21.45799,6.95078,14.21361,9.04502
15.40464,10.59058,35.72948,21.43116,6.95078,14.21361,9.04502
15.40464,10.59058,35.65757,21.43116,6.95078,14.21361,9.04502
15.40464,10.59058,35.65757,21.40433,6.95078,14.21361,9.04502
15.40464,10.59058,35.65757,21.40433,6.93272,14.21361,9.02622
15.38292,10.57068,35.65757,21.3775,6.93272,14.18406,9.02622
15.38292,10.55078,35.58585,21.35069,6.93272,14.18406,9.02622
15.36119,10.55078,35.65757,21.35069,6.93272,14.18406,9.02622
15.38292,10.57068,35.51433,21.35069,6.96884,14.24315,9.04502
15.33945,10.53087,35.58585,21.32387,6.91466,14.15449,9.0074
15.3177,10.51096,35.58585,21.32387,6.91466,14.15449,9.0074
15.3177,10.51096,35.51433,21.29706,6.91466,14.15449,9.0074
15.29593,10.49106,35.51433,21.29706,6.91466,14.15449,9.0074
15.29593,10.49106,35.51433,21.27025,6.91466,14.15449,9.0074
15.27415,10.47115,35.51433,21.27025,6.8966,14.15449,8.98858
15.27415,10.47115,35.51433,21.27025,6.8966,14.12491,8.98858
15.25237,10.45123,35.51433,21.24345,6.8966,14.12491,8.98858
15.25237,10.45123,35.443,21.21665,6.8966,14.12491,8.98858
15.25237,10.43132,35.443,21.21665,6.8966,14.12491,8.98858
15.23056,10.43132,35.443,21.21665,6.8966,14.12491,8.96974
15.23056,10.43132,35.443,21.21665,6.87854,14.12491,8.96974
15.23056,10.43132,35.443,21.21665,6.87854,14.09531,8.96974
15.20875,10.4114,35.443,21.21665,6.87854,14.09531,8.96974
15.20875,10.4114,35.443,21.18986,6.87854,14.09531,8.96974
15.20875,10.4114,35.37186,21.18986,6.87854,14.09531,8.96974
15.18692,10.39148,35.37186,21.16307,6.87854,14.09531,8.96974
15.18692,10.39148,35.37186,21.16307,6.86048,14.09531,8.96974
15.23056,10.4114,35.3009,21.18986,6.91466,14.15449,9.0074
15.16508,10.37156,35.37186,21.13628,6.86048,14.06569,8.9509
15.14322,10.35163,35.3009,21.1095,6.86048,14.06569,8.9509
15.14322,10.35163,35.3009,21.08272,6.86048,14.06569,8.93204
15.14322,10.35163,35.3009,21.08272,6.84242,14.03606,8.93204
15.12135,10.33171,35.3009,21.08272,6.84242,14.03606,8.93204
15.14322,10.37156,35.23014,21.1095,6.87854,14.09531,8.93204
15.09946,10.33171,35.3009,21.05594,6.84242,14.03606,8.93204
15.09946,10.31177,35.3009,21.05594,6.84242,14.03606,8.93204
15.09946,10.31177,35.23014,21.05594,6.84242,14.03606,8.93204
15.09946,10.31177,35.23014,21.05594,6.82435,14.03606,8.91317
15.07756,10.29184,35.23014,21.05594,6.82435,14.00641,8.91317
15.07756,10.29184,35.23014,21.02916,6.82435,14.00641,8.91317
15.05565,10.2719,35.23014,21.00239,6.82435,14.00641,8.91317
15.05565,10.2719,35.23014,20.97561,6.82435,14.00641,8.91317
15.05565,10.2719,35.23014,20.97561,6.80629,14.00641,8.91317
15.03372,10.25195,35.15957,20.97561,6.80629,14.00641,8.91317
15.03372,10.25195,35.15957,20.94884,6.80629,13.97675,8.89429
0,0,0,0,0,0,0
15.01178,10.23201,35.15957,20.94884,6.80629,13.97675,8.89429
15.01178,10.23201,35.15957,20.92208,6.80629,13.97675,8.89429
14.98982,10.21206,35.15957,20.92208,6.80629,13.97675,8.89429
14.98982,10.21206,35.15957,20.92208,6.78823,13.97675,8.8754
15.03372,10.25195,35.08917,20.94884,6.84242,14.03606,8.93204
14.98982,10.21206,35.08917,20.89531,6.78823,13.94706,8.8754
14.96785,10.1921,35.08917,20.89531,6.78823,13.94706,8.8754
14.96785,10.1921,35.08917,20.86854,6.78823,13.94706,8.8754
14.94585,10.17214,35.08917,20.84178,6.78823,13.94706,8.8754
14.92385,10.17214,35.08917,20.84178,6.78823,13.94706,8.8754
14.92385,10.15217,35.08917,20.81501,6.78823,13.94706,8.8754
14.92385,10.15217,35.08917,20.81501,6.77016,13.91736,8.8565
14.92385,10.15217,35.01897,20.81501,6.77016,13.91736,8.8565
14.90182,10.1322,35.01897,20.78825,6.77016,13.91736,8.8565
14.90182,10.11222,35.01897,20.78825,6.77016,13.91736,8.8565
14.87978,10.11222,35.01897,20.78825,6.77016,13.91736,8.8565
14.92385,10.15217,34.94894,20.78825,6.75209,13.97675,8.83759
14.87978,10.11222,35.01897,20.76149,6.75209,13.91736,8.83759
14.87978,10.09224,34.94894,20.76149,6.75209,13.88764,8.83759
14.85772,10.09224,34.94894,20.76149,6.75209,13.88764,8.83759
14.85772,10.09224,34.94894,20.73472,6.75209,13.88764,8.83759
14.83565,10.07225,34.94894,20.73472,6.75209,13.88764,8.83759
14.81356,10.07225,34.94894,20.73472,6.75209,13.88764,8.83759
14.85772,10.09224,34.8791,20.73472,6.78823,13.94706,8.8754
14.81356,10.05226,34.8791,20.70796,6.75209,13.88764,8.83759
14.81356,10.05226,34.8791,20.68119,6.73402,13.85789,8.83759
14.81356,10.05226,34.8791,20.68119,6.73402,13.85789,8.81866
14.79145,10.03226,34.8791,20.68119,6.73402,13.85789,8.81866
14.81356,10.03226,34.8791,20.65443,6.73402,13.85789,8.81866
14.79145,10.03226,34.8791,20.65443,6.73402,13.85789,8.81866
14.79145,10.01225,34.8791,20.65443,6.73402,13.85789,8.81866
14.81356,10.05226,34.80944,20.68119,6.77016,13.91736,8.8565
14.76932,10.01225,34.8791,20.62766,6.73402,13.85789,8.81866
14.74717,10.01225,34.80944,20.62766,6.73402,13.85789,8.81866
14.74717,9.99224,34.80944,20.62766,6.73402,13.85789,8.79972
14.74717,9.99224,34.80944,20.62766,6.71595,13.85789,8.79972
14.74717,9.99224,34.80944,20.62766,6.71595,13.82814,8.79972
14.74717,9.99224,34.80944,20.60089,6.71595,13.82814,8.79972
14.725,9.97222,34.80944,20.60089,6.71595,13.82814,8.79972
14.725,9.97222,34.80944,20.57412,6.71595,13.82814,8.79972
14.70282,9.97222,34.80944,20.57412,6.71595,13.82814,8.79972
14.70282,9.95219,34.80944,20.57412,6.71595,13.82814,8.79972
14.70282,9.95219,34.80944,20.54735,6.71595,13.82814,8.79972
14.70282,9.95219,34.73996,20.54735,6.71595,13.82814,8.79972
14.70282,9.95219,34.80944,20.54735,6.69788,13.82814,8.78077
14.68062,9.93216,34.73996,20.54735,6.69788,13.79836,8.78077
14.725,9.97222,34.67066,20.57412,6.75209,13.88764,8.83759
14.68062,9.93216,34.73996,20.54735,6.69788,13.79836,8.78077
14.68062,9.93216,34.73996,20.52058,6.69788,13.79836,8.78077
14.65839,9.91212,34.73996,20.52058,6.69788,13.79836,8.78077
14.725,9.95219,34.67066,20.54735,6.73402,13.85789,8.81866
14.65839,9.91212,34.73996,20.52058,6.69788,13.79836,8.78077
14.65839,9.91212,34.73996,20.49381,6.69788,13.79836,8.78077
14.65839,9.89207,34.73996,20.49381,6.6798,13.79836,8.78077
14.63615,9.89207,34.67066,20.49381,6.6798,13.79836,8.78077
14.63615,9.89207,34.73996,20.49381,6.6798,13.79836,8.76181
14.63615,9.89207,34.67066,20.49381,6.6798,13.76856,8.76181
14.63615,9.89207,34.67066,20.46703,6.6798,13.76856,8.76181
14.61389,9.87201,34.67066,20.46703,6.6798,13.76856,8.76181
14.61389,9.87201,34.67066,20.44025,6.6798,13.76856,8.76181
14.5916,9.85194,34.67066,20.44025,6.6798,13.76856,8.76181
14.5916,9.85194,34.60154,20.44025,6.6798,13.76856,8.76181
14.5916,9.85194,34.60154,20.41347,6.6798,13.76856,8.76181
14.5916,9.85194,34.60154,20.41347,6.66172,13.73874,8.74283
14.5916,9.85194,34.60154,20.38668,6.6798,13.73874,8.74283
14.5693,9.83187,34.60154,20.38668,6.66172,13.73874,8.74283
14.54697,9.81179,34.60154,20.3599,6.66172,13.73874,8.74283
14.54697,9.81179,34.53259,20.3599,6.66172,13.73874,8.74283
14.54697,9.7917,34.53259,20.33311,6.66172,13.73874,8.74283
14.52463,9.7917,34.53259,20.33311,6.66172,13.73874,8.74283
14.52463,9.7917,34.53259,20.33311,6.64364,13.7089,8.74283
14.52463,9.7917,34.53259,20.33311,6.64364,13.73874,8.72384
14.52463,9.7917,34.53259,20.33311,6.64364,13.7089,8.72384
14.52463,9.7917,34.53259,20.30631,6.64364,13.73874,8.72384
14.50226,9.7917,34.53259,20.30631,6.64364,13.7089,8.72384
14.50226,9.7716,34.53259,20.30631,6.64364,13.7089,8.72384
14.50226,9.7716,34.46382,20.30631,6.64364,13.7089,8.72384
14.50226,9.7716,34.53259,20.30631,6.64364,13.7089,8.72384
14.50226,9.7716,34.46382,20.27951,6.64364,13.7089,8.72384
14.47987,9.75149,34.46382,20.27951,6.64364,13.7089,8.72384
14.45746,9.75149,34.46382,20.25271,6.64364,13.7089,8.72384
14.47987,9.73137,34.46382,20.25271,6.64364,13.7089,8.72384
14.45746,9.73137,34.46382,20.25271,6.64364,13.7089,8.72384
14.45746,9.73137,34.39523,20.2259,6.64364,13.7089,8.72384
14.45746,9.73137,34.39523,20.2259,6.64364,13.7089,8.70484
14.45746,9.73137,34.39523,20.2259,6.64364,13.7089,8.72384
14.45746,9.71124,34.39523,20.2259,6.64364,13.7089,8.72384
14.43502,9.71124,34.39523,20.2259,6.64364,13.7089,8.72384
14.43502,9.71124,34.39523,20.2259,6.62555,13.7089,8.72384
14.43502,9.71124,34.39523,20.2259,6.64364,13.7089,8.72384
14.43502,9.71124,34.39523,20.19909,6.62555,13.7089,8.72384
14.43502,9.71124,34.39523,20.19909,6.64364,13.7089,8.72384
14.47987,9.75149,34.32681,20.25271,6.6798,13.76856,8.76181
14.43502,9.71124,34.39523,20.19909,6.62555,13.7089,8.72384
14.41257,9.71124,34.39523,20.19909,6.62555,13.7089,8.72384
14.41257,9.6911,34.39523,20.19909,6.62555,13.7089,8.70484
14.41257,9.6911,34.39523,20.19909,6.62555,13.67903,8.70484
14.41257,9.6911,34.32681,20.17227,6.62555,13.67903,8.70484
14.39009,9.67095,34.32681,20.17227,6.62555,13.67903,8.70484
14.39009,9.67095,34.32681,20.14545,6.62555,13.67903,8.70484
14.36758,9.65079,34.32681,20.14545,6.62555,13.67903,8.70484
14.34505,9.65079,34.32681,20.11862,6.62555,13.67903,8.70484
14.34505,9.63062,34.25856,20.11862,6.62555,13.64915,8.70484
14.3225,9.61044,34.25856,20.11862,6.60747,13.64915,8.68582
14.3225,9.61044,34.25856,20.09179,6.60747,13.64915,8.68582
14.29993,9.59025,34.25856,20.06495,6.60747,13.64915,8.68582
14.3225,9.61044,34.25856,20.11862,6.60747,13.64915,8.68582
14.34505,9.63062,34.25856,20.14545,6.60747,13.67903,8.68582
14.3225,9.61044,34.25856,20.11862,6.60747,13.67903,8.68582
14.3225,9.61044,34.25856,20.11862,6.60747,13.64915,8.68582
14.3225,9.61044,34.25856,20.11862,6.60747,13.67903,8.68582
14.3225,9.61044,34.25856,20.09179,6.60747,13.64915,8.68582
14.36758,9.65079,34.19048,20.11862,6.6798,13.73874,8.68582
14.29993,9.59025,34.25856,20.09179,6.60747,13.64915,8.68582
14.29993,9.59025,34.19048,20.09179,6.60747,13.64915,8.68582
14.29993,9.59025,34.25856,20.09179,6.60747,13.64915,8.68582
14.29993,9.59025,34.19048,20.09179,6.60747,13.64915,8.68582
14.29993,9.59025,34.19048,20.06495,6.60747,13.64915,8.68582
14.27733,9.59025,34.19048,20.06495,6.58937,13.61924,8.66679
14.27733,9.59025,34.19048,20.06495,6.60747,13.64915,8.66679
14.27733,9.57004,34.19048,20.06495,6.60747,13.64915,8.68582
14.27733,9.57004,34.19048,20.0381,6.60747,13.64915,8.68582
14.27733,9.57004,34.19048,20.0381,6.60747,13.64915,8.66679
14.27733,9.57004,34.19048,20.0381,6.60747,13.64915,8.68582
14.27733,9.57004,34.19048,20.0381,6.58937,13.61924,8.66679
14.2547,9.54983,34.19048,20.0381,6.58937,13.61924,8.66679
14.2547,9.54983,34.19048,20.0381,6.60747,13.64915,8.68582
14.2547,9.54983,34.19048,20.0381,6.62555,13.67903,8.68582
14.29993,9.59025,34.12257,20.06495,6.60747,13.64915,8.68582
14.2547,9.54983,34.19048,20.0381,6.62555,13.67903,8.68582
14.2547,9.54983,34.19048,20.0381,6.62555,13.67903,8.70484
14.2547,9.54983,34.19048,20.01125,6.62555,13.67903,8.70484
14.2547,9.54983,34.12257,20.01125,6.62555,13.67903,8.70484
14.23205,9.5296,34.12257,20.01125,6.62555,13.67903,8.70484
14.23205,9.5296,34.12257,20.01125,6.62555,13.7089,8.72384
14.23205,9.5296,34.12257,20.01125,6.62555,13.67903,8.70484
14.23205,9.5296,34.12257,20.01125,6.64364,13.7089,8.72384
14.23205,9.5296,34.12257,19.98439,6.64364,13.7089,8.72384
14.2547,9.54983,34.05484,20.01125,6.6798,13.76856,8.76181
14.16394,9.46884,33.98726,19.95753,6.62555,13.7089,8.72384
14.11841,9.42828,33.91986,19.93065,6.60747,13.64915,8.68582
14.0956,9.40797,33.85262,19.93065,6.60747,13.64915,8.68582
14.0956,9.40797,33.85262,19.90377,6.60747,13.64915,8.68582
14.0956,9.40797,33.78555,19.90377,6.58937,13.61924,8.66679
